Col1,Col2,Col3
8.82,4.08,2.16
4.52,9.86,0.46
4.51,7.59,0.59
5.64,2.25,2.50
8.81,6.93,1.27
2.40,9.18,0.26
6.76,1.41,4.79
5.75,1.19,4.82
8.15,5.69,1.43
1.88,8.30,0.23
7.18,8.04,0.89
2.01,8.40,0.24
4.82,4.25,1.13
2.71,2.68,1.01
5.00,5.30,0.94
8.79,2.41,3.64
2.98,8.66,0.34
4.24,5.46,0.78
1.88,2.87,0.66
9.65,2.66,3.63
6.36,7.63,0.83
5.94,7.55,0.79
7.01,3.79,1.85
8.61,2.34,3.67
1.72,3.51,0.49
3.93,6.69,0.59
8.70,7.09,1.23
6.71,9.00,0.75
1.12,5.02,0.22
6.00,4.06,1.48
8.22,3.14,2.62
2.96,2.71,1.09
7.97,5.07,1.57
3.00,5.63,0.53
3.86,7.57,0.51
3.92,4.73,0.83
4.95,3.98,1.24
6.15,4.78,1.29
9.49,9.19,1.03
7.38,4.72,1.56
2.20,7.35,0.30
7.68,9.17,0.84
1.80,1.07,1.68
5.35,9.86,0.54
6.48,6.41,1.01
3.19,4.16,0.77
5.58,8.54,0.65
6.91,3.52,1.96
4.84,5.68,0.85
1.79,9.03,0.20
2.52,3.98,0.63
4.31,2.82,1.53
4.12,6.11,0.67
5.78,8.78,0.66
3.28,3.04,1.08
7.78,6.65,1.17
7.42,2.87,2.59
7.41,7.28,1.02
9.18,4.94,1.86
9.74,2.46,3.96
7.66,6.29,1.22
2.70,6.63,0.41
9.66,7.08,1.36
4.27,3.70,1.15
4.20,1.17,3.60
4.11,3.06,1.35
8.82,7.02,1.26
9.46,8.34,1.13
5.13,1.86,2.75
2.38,7.05,0.34
2.87,3.53,0.81
8.02,7.81,1.03
7.30,9.79,0.75
5.33,5.78,0.92
1.94,2.96,0.66
9.98,5.53,1.81
6.16,9.96,0.62
4.40,6.21,0.71
6.53,7.47,0.87
5.08,4.29,1.18
4.88,3.77,1.30
9.86,4.10,2.40
5.95,2.74,2.17
3.77,5.77,0.65
4.68,1.96,2.39
5.33,5.71,0.93
4.40,2.94,1.50
5.90,1.90,3.11
3.92,1.44,2.73
9.91,5.88,1.68
7.89,9.55,0.83
9.45,6.03,1.57
2.74,2.05,1.33
8.57,1.56,5.49
3.88,9.44,0.41
6.24,8.23,0.76
3.70,9.75,0.38
5.67,5.32,1.07
3.60,8.56,0.42
6.79,8.56,0.79
5.94,2.50,2.38
6.30,1.05,5.97
5.52,3.47,1.59
3.87,8.47,0.46
8.85,3.97,2.23
8.26,8.65,0.95
8.74,4.48,1.95
8.91,1.79,4.98
7.81,1.59,4.91
8.73,6.60,1.32
7.77,9.70,0.80
7.34,7.36,1.00
7.41,6.75,1.10
5.58,6.00,0.93
5.64,3.38,1.67
1.14,9.41,0.12
8.44,5.19,1.63
1.94,2.63,0.74
7.67,4.04,1.90
9.37,2.05,4.56
6.49,7.72,0.84
2.65,2.92,0.91
4.26,2.73,1.56
4.61,5.88,0.78
3.71,4.75,0.78
5.65,4.90,1.15
5.01,4.61,1.09
8.06,4.60,1.75
6.91,7.59,0.91
7.75,7.57,1.02
9.63,4.59,2.10
8.54,7.62,1.12
8.57,4.49,1.91
3.90,3.70,1.05
9.89,5.48,1.81
3.34,9.44,0.35
5.15,9.25,0.56
7.96,3.10,2.57
9.83,9.06,1.09
6.74,6.18,1.09
9.27,6.25,1.48
3.87,4.40,0.88
6.37,2.19,2.90
6.75,9.70,0.70
8.19,1.77,4.63
4.47,9.76,0.46
7.94,7.10,1.12
6.47,6.91,0.94
5.43,6.62,0.82
6.50,6.23,1.04
6.25,4.58,1.37
1.18,2.37,0.50
6.00,6.82,0.88
9.69,2.97,3.26
4.69,5.92,0.79
9.98,1.86,5.38
5.65,4.79,1.18
2.94,3.25,0.91
4.47,1.79,2.49
9.88,1.16,8.54
6.34,5.02,1.26
7.47,7.68,0.97
4.21,7.28,0.58
7.90,4.64,1.70
7.90,8.37,0.94
8.30,3.80,2.18
6.71,8.45,0.79
5.20,5.76,0.90
5.06,9.30,0.54
4.63,6.72,0.69
4.17,6.55,0.64
1.03,6.79,0.15
4.84,5.38,0.90
3.00,6.09,0.49
9.68,7.76,1.25
3.14,1.88,1.67
1.42,6.15,0.23
3.82,5.69,0.67
9.82,7.79,1.26
3.73,9.46,0.39
3.53,6.28,0.56
2.39,3.59,0.67
8.32,5.10,1.63
4.52,2.44,1.85
8.09,4.80,1.68
6.62,2.95,2.25
7.02,5.60,1.25
9.75,5.67,1.72
7.93,4.39,1.81
1.86,8.04,0.23
6.59,9.58,0.69
9.60,5.81,1.65
1.39,4.04,0.35
2.67,5.64,0.47
4.20,9.39,0.45
9.30,4.74,1.96
7.85,9.68,0.81
6.62,3.43,1.93
4.03,5.52,0.73
7.83,7.51,1.04
4.02,7.43,0.54
1.91,3.20,0.60
2.31,5.70,0.41
1.92,8.55,0.22
6.89,9.87,0.70
6.89,8.35,0.83
8.66,2.47,3.51
8.45,1.31,6.44
6.00,9.94,0.60
7.31,5.00,1.46
9.03,4.11,2.20
4.79,6.89,0.69
5.14,5.64,0.91
8.31,7.66,1.08
2.29,2.58,0.88
6.59,3.29,2.00
9.20,3.97,2.32
2.83,2.48,1.14
6.75,7.34,0.92
6.72,9.72,0.69
4.99,9.56,0.52
4.31,7.73,0.56
1.10,5.22,0.21
7.97,2.30,3.47
7.57,8.35,0.91
4.42,9.60,0.46
5.19,5.97,0.87
2.29,3.01,0.76
5.11,6.46,0.79
6.54,8.53,0.77
6.03,9.15,0.66
8.81,1.77,4.99
4.41,7.14,0.62
7.08,5.55,1.27
4.43,3.55,1.25
1.41,9.31,0.15
9.68,8.42,1.15
9.16,1.76,5.22
8.22,8.36,0.98
6.70,8.80,0.76
3.27,4.58,0.72
5.89,6.84,0.86
2.27,1.90,1.20
9.48,4.06,2.34
2.66,1.00,2.64
8.28,3.32,2.49
5.25,1.59,3.31
1.68,1.27,1.32
5.44,5.34,1.02
4.45,2.31,1.93
8.24,2.62,3.15
6.54,8.75,0.75
7.91,4.71,1.68
4.69,4.85,0.97
9.65,4.11,2.35
6.73,4.36,1.54
3.19,7.56,0.42
3.79,4.90,0.77
6.66,6.14,1.09
5.58,5.20,1.07
6.38,1.49,4.29
5.78,8.60,0.67
2.46,7.97,0.31
8.32,3.02,2.75
4.22,7.35,0.57
6.69,2.87,2.33
4.18,3.05,1.37
6.78,3.91,1.73
2.05,8.66,0.24
3.36,1.45,2.32
6.57,8.11,0.81
6.33,9.97,0.63
8.26,6.36,1.30
6.68,8.41,0.79
5.86,3.13,1.87
5.59,7.06,0.79
1.87,9.59,0.19
4.85,7.03,0.69
1.63,1.33,1.22
3.98,2.44,1.63
4.98,7.17,0.69
8.96,6.18,1.45
4.70,8.98,0.52
6.15,3.09,1.99
8.90,2.67,3.34
2.32,9.12,0.25
3.79,6.74,0.56
5.15,6.67,0.77
6.12,1.99,3.08
9.44,4.57,2.06
3.02,1.90,1.59
9.11,9.82,0.93
8.46,2.08,4.06
2.76,7.66,0.36
2.08,6.50,0.32
7.31,3.21,2.27
1.46,3.14,0.46
8.28,6.01,1.38
6.79,4.07,1.67
6.18,5.75,1.07
4.99,3.71,1.34
3.23,5.41,0.60
3.42,9.95,0.34
7.74,3.87,2.00
9.53,8.51,1.12
5.50,9.84,0.56
9.70,4.02,2.42
1.50,4.41,0.34
6.10,2.98,2.04
8.85,5.29,1.67
6.77,9.60,0.71
6.19,7.14,0.87
5.66,7.33,0.77
3.85,7.63,0.50
10.00,5.17,1.93
8.36,2.87,2.92
2.51,7.50,0.33
7.96,6.02,1.32
5.36,7.79,0.69
7.05,9.60,0.73
9.37,3.14,2.98
3.55,9.12,0.39
4.28,7.34,0.58
4.54,5.88,0.77
7.16,5.14,1.39
2.68,6.75,0.40
5.68,4.24,1.34
8.15,2.33,3.49
6.50,7.11,0.91
7.85,9.84,0.80
3.01,8.57,0.35
5.87,6.12,0.96
5.98,7.27,0.82
9.76,7.29,1.34
2.49,9.48,0.26
8.06,3.21,2.52
2.36,9.25,0.25
3.57,2.33,1.53
4.48,2.38,1.88
9.12,8.60,1.06
8.06,9.75,0.83
8.49,2.94,2.89
4.93,8.09,0.61
2.59,2.14,1.21
3.95,2.82,1.40
9.46,4.01,2.36
6.46,9.86,0.66
3.14,4.40,0.71
4.05,5.14,0.79
3.99,5.36,0.75
5.45,1.39,3.91
6.83,3.30,2.07
5.95,1.62,3.67
5.64,9.10,0.62
5.99,2.91,2.05
1.37,5.61,0.24
1.94,4.05,0.48
2.51,3.66,0.69
3.54,1.53,2.31
5.10,2.54,2.01
6.58,8.70,0.76
5.04,2.50,2.01
5.56,7.30,0.76
2.58,4.45,0.58
6.02,6.69,0.90
6.18,8.48,0.73
5.93,8.21,0.72
5.55,5.52,1.01
8.50,6.77,1.26
4.06,1.94,2.09
3.20,5.28,0.61
3.91,5.01,0.78
3.13,6.12,0.51
3.25,5.32,0.61
3.95,2.84,1.39
1.94,5.90,0.33
9.60,6.02,1.60
5.42,1.29,4.20
4.53,8.28,0.55
7.91,6.20,1.27
1.73,3.94,0.44
3.35,1.67,2.01
2.66,4.02,0.66
7.42,1.92,3.86
5.83,2.40,2.43
9.28,8.69,1.07
5.40,4.85,1.11
5.19,3.48,1.49
8.32,3.65,2.28
2.38,4.06,0.58
7.43,5.89,1.26
9.41,9.13,1.03
3.50,1.09,3.20
5.52,9.65,0.57
9.72,3.94,2.47
6.71,8.02,0.84
5.54,8.35,0.66
4.40,3.89,1.13
5.78,7.56,0.76
9.52,8.29,1.15
4.01,4.15,0.97
6.90,3.48,1.98
6.71,6.31,1.06
9.72,4.42,2.20
5.83,6.85,0.85
9.70,8.91,1.09
8.74,6.45,1.36
4.01,6.01,0.67
7.42,8.20,0.90
2.27,5.14,0.44
2.54,9.45,0.27
2.01,7.07,0.28
9.41,3.12,3.02
3.05,5.27,0.58
9.94,3.97,2.50
9.09,6.38,1.42
4.08,7.78,0.52
5.48,5.44,1.01
8.73,5.49,1.59
4.17,4.86,0.86
8.22,5.20,1.58
3.90,4.19,0.93
4.58,8.73,0.53
4.00,2.93,1.37
1.11,7.11,0.16
8.13,9.35,0.87
1.34,7.95,0.17
7.37,3.89,1.90
7.59,5.51,1.38
7.07,4.38,1.61
1.50,7.86,0.19
5.27,7.63,0.69
7.75,8.83,0.88
4.50,1.58,2.84
5.82,8.85,0.66
5.92,8.54,0.69
7.16,9.33,0.77
8.46,1.04,8.10
5.21,7.82,0.67
7.02,6.56,1.07
9.41,5.55,1.70
8.27,8.19,1.01
2.85,7.54,0.38
4.39,7.05,0.62
3.29,1.51,2.19
9.79,9.55,1.02
1.89,1.55,1.22
2.11,9.66,0.22
3.73,4.82,0.77
5.95,5.81,1.03
3.22,5.40,0.60
9.28,6.74,1.38
2.21,8.12,0.27
7.98,8.05,0.99
3.07,5.56,0.55
1.39,7.88,0.18
2.53,1.90,1.33
6.12,6.58,0.93
1.67,6.01,0.28
3.79,1.11,3.41
8.85,1.04,8.51
4.23,6.99,0.61
4.88,4.06,1.20
6.75,3.95,1.71
3.00,4.53,0.66
7.18,4.01,1.79
5.44,8.81,0.62
4.22,6.36,0.66
7.12,9.43,0.75
6.70,3.92,1.71
6.12,6.59,0.93
5.45,3.00,1.82
4.02,6.14,0.65
1.38,7.54,0.18
2.32,5.92,0.39
1.78,3.41,0.52
9.93,1.49,6.68
2.84,7.51,0.38
5.05,5.14,0.98
4.49,3.74,1.20
4.51,4.07,1.11
2.13,6.11,0.35
9.35,4.22,2.22
3.57,6.84,0.52
2.73,7.63,0.36
8.01,1.21,6.64
6.53,5.51,1.19
6.98,6.25,1.12
9.17,9.54,0.96
7.03,6.20,1.13
3.85,5.27,0.73
7.96,6.26,1.27
7.39,5.53,1.34
7.19,5.84,1.23
4.69,6.31,0.74
9.64,6.43,1.50
9.16,6.14,1.49
9.28,6.25,1.48
9.53,8.10,1.18
7.63,6.01,1.27
2.55,7.05,0.36
3.26,4.73,0.69
8.72,2.05,4.25
4.44,5.37,0.83
2.78,3.55,0.78
8.52,7.95,1.07
5.57,6.41,0.87
7.57,3.72,2.03
6.63,6.49,1.02
4.62,8.83,0.52
5.73,5.28,1.09
2.15,7.26,0.30
9.83,4.46,2.20
3.04,6.96,0.44
5.56,7.57,0.73
8.62,1.43,6.04
3.55,9.55,0.37
3.22,2.88,1.12
7.55,3.97,1.90
4.51,8.79,0.51
7.36,7.37,1.00
8.86,9.33,0.95
2.35,7.38,0.32
5.82,1.90,3.07
7.23,7.60,0.95
4.89,5.94,0.82
2.98,3.16,0.94
4.55,6.22,0.73
2.33,6.90,0.34
6.36,5.03,1.26
7.71,4.78,1.61
3.51,1.66,2.12
9.06,3.31,2.74
4.78,1.08,4.44
5.15,3.81,1.35
5.23,2.33,2.25
3.35,8.91,0.38
5.13,6.36,0.81
1.18,7.30,0.16
6.66,8.55,0.78
6.99,3.45,2.03
9.36,8.04,1.16
4.87,7.29,0.67
2.96,4.54,0.65
9.18,7.47,1.23
5.49,9.93,0.55
4.11,8.66,0.47
9.60,4.24,2.26
7.34,3.77,1.94
2.31,6.95,0.33
7.21,7.18,1.00
1.85,4.48,0.41
5.85,3.27,1.79
8.27,9.85,0.84
2.38,5.78,0.41
7.50,2.04,3.68
9.42,6.82,1.38
3.65,4.65,0.78
2.41,8.42,0.29
7.21,1.17,6.13
6.00,7.31,0.82
2.04,2.33,0.87
8.81,3.40,2.59
8.65,8.18,1.06
6.15,8.81,0.70
1.55,3.47,0.45
2.48,7.45,0.33
9.81,3.93,2.49
9.63,7.99,1.21
5.42,4.76,1.14
9.92,1.04,9.51
8.20,7.03,1.17
3.26,2.44,1.34
5.23,1.09,4.81
5.68,3.13,1.81
6.06,1.30,4.65
8.11,8.54,0.95
4.68,2.49,1.88
6.09,1.33,4.58
6.40,2.07,3.09
7.89,6.13,1.29
9.22,7.24,1.27
7.85,2.45,3.20
8.73,2.97,2.94
3.69,1.71,2.16
2.17,7.53,0.29
4.24,4.90,0.86
6.95,4.62,1.50
2.46,7.52,0.33
7.74,7.22,1.07
3.36,2.14,1.57
2.15,9.74,0.22
6.15,5.15,1.19
3.59,1.38,2.59
6.08,9.17,0.66
5.80,5.10,1.14
3.64,9.19,0.40
9.39,4.19,2.24
9.82,6.00,1.64
8.43,8.17,1.03
8.80,4.34,2.03
6.89,3.36,2.05
7.54,8.42,0.90
5.69,4.46,1.28
3.48,4.60,0.76
4.22,4.91,0.86
1.77,7.93,0.22
3.42,8.62,0.40
1.02,5.29,0.19
4.28,1.01,4.23
8.16,3.93,2.07
4.82,6.44,0.75
2.04,6.20,0.33
4.00,7.98,0.50
8.20,3.26,2.52
8.06,8.01,1.01
9.46,3.80,2.49
9.92,3.31,2.99
4.34,4.81,0.90
7.56,5.56,1.36
9.45,2.00,4.71
8.70,2.68,3.24
8.51,2.20,3.87
7.24,4.20,1.72
9.91,5.14,1.93
2.21,9.42,0.23
2.17,9.02,0.24
7.92,7.24,1.09
7.04,9.46,0.74
5.71,4.30,1.33
6.51,6.73,0.97
2.82,6.22,0.45
1.10,9.60,0.11
7.23,9.48,0.76
7.15,4.30,1.66
7.26,7.08,1.03
8.37,3.94,2.13
9.72,4.87,1.99
2.02,6.73,0.30
3.75,4.91,0.76
7.42,4.10,1.81
4.80,7.04,0.68
4.01,6.83,0.59
3.47,3.39,1.02
3.32,5.23,0.64
7.51,9.72,0.77
3.74,6.20,0.60
9.50,6.54,1.45
6.15,1.51,4.07
4.52,3.35,1.35
9.37,4.08,2.30
1.49,2.26,0.66
5.65,8.45,0.67
1.39,2.72,0.51
6.82,4.27,1.60
7.60,3.24,2.34
2.57,7.64,0.34
3.50,2.72,1.28
1.78,2.20,0.81
